1324,ON,0.00,0.00,0.00
1325,ON,-0.13,1.17,-0.04
1326,ON,-0.13,1.17,-0.04
1327,ON,-0.12,1.17,-0.04
1327,ON,-0.12,1.17,-0.04
1328,ON,-0.12,1.17,-0.05
1329,ON,-0.06,1.26,-0.05
1329,ON,0.01,1.34,-0.05
1330,ON,0.08,1.44,-0.05
1331,ON,0.09,1.44,-0.04
1331,ON,0.10,1.45,-0.05
1332,ON,0.10,1.45,-0.05
1333,ON,0.10,1.45,-0.05
1334,ON,0.10,1.45,-0.05
1334,ON,0.10,1.45,-0.05
1335,ON,0.10,1.45,-0.04
1336,ON,0.10,1.45,-0.04
1336,ON,0.10,1.45,-0.05
1337,ON,0.10,1.45,-0.04
1338,ON,0.10,1.45,-0.04
1338,ON,0.06,1.42,-0.04
1339,ON,0.06,1.42,-0.04
1340,ON,0.06,1.42,-0.04
1341,ON,0.09,1.45,-0.04
1341,ON,0.10,1.45,-0.04
1342,ON,0.4222,ON,0.10,1.45,-0.04
4223,ON,0.10,1.45,-0.05
4224,ON,0.10,1.44,-0.04
4225,ON,0.10,1.44,-0.04
4225,ON,0.10,1.44,-0.05
4226,ON,0.10,1.45,-0.05
4227,ON,0.10,1.45,-0.05
4227,ON,0.10,1.45,-0.04
4228,ON,0.10,1.45,-0.04
4229,ON,0.07,1.42,-0.04
4229,ON,0.03,1.39,-0.05
4230,ON,0.02,1.38,-0.05
4231,ON,0.06,1.41,-0.05
4232,ON,0.10,1.43,-0.05
4232,ON,0.10,1.44,-0.05
4233,ON,0.10,1.44,-0.04
4234,ON,0.10,1.44,-0.04
4234,ON,0.10,1.44,-0.05
4235,ON,0.10,1.44,-0.05
4236,ON,0.10,1.44,-0.05
4237,ON,0.10,1.44,-0.05
4237,ON,0.10,1.45,-0.05
4238,ON,0.10,1.45,-0.05
4239,ON,0.10,1.45,-0.05
4239,ON,0.10,1.45,-0.04
4240,ON,0.10,1.45,-0.04
4241,ON,0.10,1.45,-0.04
4241,ON,0.10,1.45,-0.05
4242,ON,0.10,1.44,-0.05
4243,ON,0.10,1.44,-0.05
4244,ON,0.10,1.44,-0.05
4244,ON,0.10,1.44,-0.05
4245,ON,0.10,1.44,-0.05
4246,ON,0.10,1.44,-0.05
4246,ON,0.10,1.44,-0.05
4247,ON,0.10,1.44,-0.05
4248,ON,0.10,1.44,-0.04
4248,ON,0.10,1.45,-0.05
4249,ON,0.10,1.45,-0.05
4250,ON,0.10,1.45,-0.06
4251,ON,0.11,1.45,-0.05
4251,ON,0.10,1.45,-0.05
4252,ON,0.11,1.45,-0.05
4253,ON,0.11,1.45,-0.05
4253,ON,0.11,1.45,-0.05
4254,ON,0.10,1.45,-0.04
4255,ON,0.10,1.45,-0.04
4255,ON,0.10,1.45,-0.04
4256,ON,0.11,1.45,-0.04
4257,ON,0.10,1.45,-0.05
4258,ON,0.10,1.45,-0.05
4258,ON,0.10,1.45,-0.05
4259,ON,0.10,1.45,-0.04
4260,ON,0.10,1.44,-0.02
4260,ON,0.09,1.44,-0.02
4261,ON,0.08,1.43,-0.03
4262,ON,0.09,1.43,-0.04
4263,ON,0.10,1.44,-0.04
4263,ON,0.11,1.44,-0.04
4264,ON,0.10,1.44,-0.04
4265,ON,0.10,1.44,-0.04
4265,ON,0.10,1.44,-0.04
4266,ON,0.10,1.44,-0.04
4267,ON,0.10,1.45,-0.04
4267,ON,0.10,1.44,-0.05
4268,ON,0.11,1.44,-0.05
4269,ON,0.11,1.44,-0.04
4270,ON,0.11,1.44,-0.04
4270,ON,0.10,1.45,-0.04
4271,ON,0.10,1.45,-0.04
4272,ON,0.10,1.45,-0.04
4272,ON,0.10,1.45,-0.04
