6386,ON,-0.08,1.19,-0.06
6387,ON,-0.07,1.19,-0.06
6387,ON,-0.10,1.28,-0.05
6388,OFF,-0.13,1.37,-0.05
6389,OFF,-0.16,1.46,-0.05
6390,OFF,-0.16,1.46,-0.05
6390,OFF,-0.17,1.47,-0.05
6391,ON,-0.14,1.38,-0.06
6392,ON,-0.10,1.29,-0.07
6392,ON,-0.07,1.20,-0.07
6393,ON,-0.09,1.27,-0.06
6394,OFF,-0.11,1.34,-0.05
6395,OFF,-0.14,1.43,-0.05
6395,OFF,-0.15,1.45,-0.05
6396,OFF,-0.17,1.42,-0.05
6397,ON,-0.14,1.33,-0.05
6397,ON,-0.11,1.24,-0.06
6398,ON,-0.07,1.20,-0.05
6399,ON,-0.07,1.20,-0.05
6399,ON,-0.09,1.28,-0.05
6400,OFF,-0.13,1.37,-0.05
6401,OFF,-0.16,1.46,-0.04
6402,OFF,-0.17,1.47,-0.04
6402,OFF,-0.17,1.47,-0.05
6403,ON,-0.13,1.38,-0.05
6404,ON,-0.10,1.29,-0.05
6405,ON,-0.07,1.20,-0.06
6405,ON,-0.08,1.26,-0.06
6406,OFF,-0.09,1.32,-0.05
6407,OFF,-0.12,1.41,-0.04
6407,OFF,-0.14,1.44,-0.05
6408,OFF,-0.17,1.47,-0.06
6409,ON,-0.13,1.38,-0.06
6409,ON,-0.10,1.28,-0.06
6410,ON,-0.07,1.19,-0.06
6411,ON,-0.09,1.26,-0.05
6412,OFF,-0.11,1.33,-0.05
6412,OFF,-0.14,1.43,-0.04
6413,OFF,-0.15,1.45,-0.05
6414,OFF,-0.17,1.44,-0.06
6414,OFF,-0.13,1.34,-0.06
6415,ON,-0.10,1.25,-0.06
6416,ON,-0.07,1.20,-0.06
6417,ON,-0.07,1.20,-0.06
6417,ON,-0.07,1.22,-0.06
6418,OFF,-0.10,1.30,-0.06
6419,OFF,-0.13,1.39,-0.05
6419,OFF,-0.16,1.46,-0.05
6420,OFF,-0.16,1.47,-0.05
6421,ON,-0.13,1.38,-0.05
6421,ON,-0.10,1.29,-0.06
6422,ON,-0.07,1.19,-0.06
6423,ON,-0.08,1.26,-0.06
6424,OFF,-0.09,1.32,-0.05
6424,OFF,-0.12,1.41,-0.05
6425,OFF,-0.14,1.44,-0.05
6426,OFF,-0.16,1.47,-0.05
6426,OFF,-0.13,1.37,-0.06
6427,ON,-0.10,1.28,-0.06
6428,ON,-0.07,1.20,-0.06
6429,ON,-0.07,1.20,-0.06
6429,ON,-0.07,1.20,-0.06
6430,OFF,-0.10,1.28,-0.06
6431,OFF,-0.12,1.37,-0.06
6431,OFF,-0.16,1.46,-0.06
6432,OFF,-0.13,1.37,-0.06
6433,ON,-0.10,1.28,-0.06
6433,ON,-0.07,1.20,-0.06
6434,ON,-0.07,1.20,-0.06
6435,ON,-0.07,1.22,-0.06
6436,OFF,-0.09,1.28,-0.05
6436,OFF,-0.10,1.35,-0.05
6437,OFF,-0.14,1.43,-0.05
6438,OFF,-0.15,1.45,-0.05
6438,OFF,-0.14,1.38,-0.05
6439,ON,-0.10,1.29,-0.06
6440,ON,-0.07,1.20,-0.06
6440,ON,-0.07,1.20,-0.06
6441,ON,-0.07,1.19,-0.06
6442,OFF,-0.10,1.27,-0.05
6443,OFF,-0.13,1.36,-0.05
6443,OFF,-0.16,1.45,-0.04
6444,OFF,-0.14,1.37,-0.05
6445,ON,-0.12,1.28,-0.05
6445,ON,-0.08,1.20,-0.06
6446,ON,-0.08,1.20,-0.06
6447,ON,-0.07,1.20,-0.06
6448,OFF,-0.10,1.28,-0.05
6448,OFF,-0.13,1.37,-0.04
6449,OFF,-0.16,1.46,-0.04
